Timestamp,Asset_ID,Batch_ID,Cumulative_Cycles,Avg_Operating_Temp_C,Cell_Voltage_Imbalance_mV,Estimated_SoH,Daily_Distance_km
2025-09-11,TRUCK_111,BATCH_149,204,31.4,2.26,99.95,284.4
2025-09-12,TRUCK_111,BATCH_149,206,31.3,1.59,99.79,289.8
2025-09-13,TRUCK_111,BATCH_149,208,31.0,1.79,99.72,284.4
2025-09-14,TRUCK_111,BATCH_149,210,31.6,2.06,99.8,260.5
2025-09-15,TRUCK_111,BATCH_149,212,30.9,1.5,99.76,283.6
2025-09-16,TRUCK_111,BATCH_149,214,31.1,2.18,99.5,241.9
2025-09-17,TRUCK_111,BATCH_149,216,31.2,2.85,99.59,257.9
2025-09-18,TRUCK_111,BATCH_149,218,30.3,2.5,99.65,252.4
2025-09-19,TRUCK_111,BATCH_149,220,31.9,2.89,99.56,260.9
2025-09-20,TRUCK_111,BATCH_149,222,31.4,1.22,99.75,286.5
2025-09-21,TRUCK_111,BATCH_149,224,31.6,2.88,99.2,259.1
2025-09-22,TRUCK_111,BATCH_149,226,30.3,1.18,100.08,284.4
2025-09-23,TRUCK_111,BATCH_149,228,30.9,1.47,99.6,240.8
2025-09-24,TRUCK_111,BATCH_149,230,31.1,2.85,99.46,274.0
2025-09-25,TRUCK_111,BATCH_149,232,31.2,1.18,99.72,249.3
2025-09-26,TRUCK_111,BATCH_149,234,31.1,1.31,99.8,279.6
2025-09-27,TRUCK_111,BATCH_149,236,31.8,1.27,99.9,252.3
2025-09-28,TRUCK_111,BATCH_149,238,31.6,1.19,99.47,297.3
2025-06-01,TRUCK_112,BATCH_131,0,30.4,1.72,99.88,238.8
2025-06-02,TRUCK_112,BATCH_131,2,31.2,1.32,99.91,238.5
2025-06-03,TRUCK_112,BATCH_131,4,31.1,2.02,99.87,228.8
2025-06-04,TRUCK_112,BATCH_131,6,31.0,2.1,99.81,223.0
2025-06-05,TRUCK_112,BATCH_131,8,30.1,2.7,99.59,255.8
2025-06-06,TRUCK_112,BATCH_131,10,30.3,1.75,100.13,238.4
2025-06-07,TRUCK_112,BATCH_131,12,30.2,1.58,99.72,225.7
2025-06-08,TRUCK_112,BATCH_131,14,30.5,1.04,99.91,256.7
2025-06-09,TRUCK_112,BATCH_131,16,31.1,2.03,99.47,271.2
2025-06-10,TRUCK_112,BATCH_131,18,30.6,1.01,99.64,260.3
2025-06-11,TRUCK_112,BATCH_131,20,30.3,2.36,99.75,238.8
2025-06-12,TRUCK_112,BATCH_131,22,31.5,1.8,100.05,233.4
2025-06-13,TRUCK_112,BATCH_131,24,31.0,2.5,99.88,231.8
2025-06-14,TRUCK_112,BATCH_131,26,30.9,2.97,99.69,253.3
2025-06-15,TRUCK_112,BATCH_131,28,31.2,1.79,99.62,223.7
2025-06-16,TRUCK_112,BATCH_131,30,30.5,1.58,99.73,238.4
2025-06-17,TRUCK_112,BATCH_131,32,30.5,2.0,100.19,247.7
2025-06-18,TRUCK_112,BATCH_131,34,31.0,2.58,99.91,246.5
2025-06-19,TRUCK_112,BATCH_131,36,30.7,2.14,99.51,224.8
2025-06-20,TRUCK_112,BATCH_131,38,31.0,1.5,99.92,226.2
2025-06-21,TRUCK_112,BATCH_131,40,30.3,2.37,99.7,259.1
2025-06-22,TRUCK_112,BATCH_131,42,31.7,2.6,99.79,231.9
2025-06-23,TRUCK_112,BATCH_131,44,31.4,1.39,99.61,261.2
2025-06-24,TRUCK_112,BATCH_131,46,30.4,1.63,99.7,273.0
2025-06-25,TRUCK_112,BATCH_131,48,31.0,1.51,99.79,266.1
2025-06-26,TRUCK_112,BATCH_131,50,30.0,2.99,99.91,266.2
2025-06-27,TRUCK_112,BATCH_131,52,30.4,1.17,99.95,247.7
2025-06-28,TRUCK_112,BATCH_131,54,30.2,1.86,100.07,275.8
2025-06-29,TRUCK_112,BATCH_131,56,30.9,1.1,99.93,263.4
2025-06-30,TRUCK_112,BATCH_131,58,31.7,1.0,100.08,241.5
2025-07-01,TRUCK_112,BATCH_131,60,30.8,1.27,100.26,259.1
2025-07-02,TRUCK_112,BATCH_131,62,30.1,2.97,99.56,221.3
2025-07-03,TRUCK_112,BATCH_131,64,30.2,2.12,99.9,270.1
2025-07-04,TRUCK_112,BATCH_131,66,30.6,2.73,99.64,235.6
2025-07-05,TRUCK_112,BATCH_131,68,30.7,2.8,99.85,222.9
2025-07-06,TRUCK_112,BATCH_131,70,30.0,2.25,99.49,235.7
2025-07-07,TRUCK_112,BATCH_131,72,30.3,1.71,99.9,263.3
2025-07-08,TRUCK_112,BATCH_131,74,30.6,2.6,99.44,263.9
2025-07-09,TRUCK_112,BATCH_131,76,30.3,2.0,99.91,274.2
2025-07-10,TRUCK_112,BATCH_131,78,30.7,1.61,100.02,244.2
2025-07-11,TRUCK_112,BATCH_131,80,30.8,1.6,99.69,255.7
2025-07-12,TRUCK_112,BATCH_131,82,31.1,1.71,99.77,253.3
2025-07-13,TRUCK_112,BATCH_131,84,31.5,1.19,99.85,253.8
2025-07-14,TRUCK_112,BATCH_131,86,30.3,1.4,99.69,224.4
2025-07-15,TRUCK_112,BATCH_131,88,30.6,2.78,99.33,241.0
2025-07-16,TRUCK_112,BATCH_131,90,30.7,2.72,100.22,237.1
2025-07-17,TRUCK_112,BATCH_131,92,30.8,2.65,99.76,251.7
2025-07-18,TRUCK_112,BATCH_131,94,31.3,2.98,99.91,252.7
2025-07-19,TRUCK_112,BATCH_131,96,30.2,3.0,99.78,268.0
2025-07-20,TRUCK_112,BATCH_131,98,30.3,2.61,99.84,275.8
2025-07-21,TRUCK_112,BATCH_131,100,30.0,1.46,99.81,265.1
2025-07-22,TRUCK_112,BATCH_131,102,31.6,1.39,99.52,228.2
2025-07-23,TRUCK_112,BATCH_131,104,31.4,2.77,99.78,254.1
2025-07-24,TRUCK_112,BATCH_131,106,30.5,1.67,99.76,238.8
2025-07-25,TRUCK_112,BATCH_131,108,31.5,2.42,99.59,269.1
2025-07-26,TRUCK_112,BATCH_131,110,30.8,1.38,99.88,274.7
2025-07-27,TRUCK_112,BATCH_131,112,31.6,1.7,99.99,233.2
2025-07-28,TRUCK_112,BATCH_131,114,31.0,1.12,99.76,266.6
2025-07-29,TRUCK_112,BATCH_131,116,30.4,2.43,99.73,225.6
2025-07-30,TRUCK_112,BATCH_131,118,30.5,1.33,99.44,229.7
2025-07-31,TRUCK_112,BATCH_131,120,31.1,2.37,99.56,260.8
2025-08-01,TRUCK_112,BATCH_131,122,30.6,1.34,99.54,241.8
2025-08-02,TRUCK_112,BATCH_131,124,30.7,2.85,99.54,259.8
2025-08-03,TRUCK_112,BATCH_131,126,30.4,1.74,99.61,261.5
2025-08-04,TRUCK_112,BATCH_131,128,31.2,1.42,99.68,262.3
2025-08-05,TRUCK_112,BATCH_131,130,30.8,2.98,99.59,245.3
2025-08-06,TRUCK_112,BATCH_131,132,31.0,2.42,99.37,261.4
2025-08-07,TRUCK_112,BATCH_131,134,31.4,2.17,99.64,226.6
2025-08-08,TRUCK_112,BATCH_131,136,31.0,1.71,99.56,272.8
2025-08-09,TRUCK_112,BATCH_131,138,31.4,2.59,99.57,223.6
2025-08-10,TRUCK_112,BATCH_131,140,30.7,2.87,99.95,224.5
2025-08-11,TRUCK_112,BATCH_131,142,31.0,2.31,99.89,230.1
2025-08-12,TRUCK_112,BATCH_131,144,31.0,1.84,99.93,222.4
2025-08-13,TRUCK_112,BATCH_131,146,31.2,1.34,99.87,223.7
2025-08-14,TRUCK_112,BATCH_131,148,31.2,2.33,99.82,238.2
2025-08-15,TRUCK_112,BATCH_131,150,31.5,2.13,99.44,272.7
2025-08-16,TRUCK_112,BATCH_131,152,31.0,1.85,99.59,258.8
2025-08-17,TRUCK_112,BATCH_131,154,30.5,2.0,99.86,266.1
2025-08-18,TRUCK_112,BATCH_131,156,30.4,2.91,99.98,236.7
2025-08-19,TRUCK_112,BATCH_131,158,30.4,1.82,99.65,239.2
2025-08-20,TRUCK_112,BATCH_131,160,30.8,1.66,99.76,234.9
2025-08-21,TRUCK_112,BATCH_131,162,30.6,1.81,99.63,273.5
2025-08-22,TRUCK_112,BATCH_131,164,31.4,1.71,99.8,244.0
2025-08-23,TRUCK_112,BATCH_131,166,31.1,2.1,99.68,233.0
2025-08-24,TRUCK_112,BATCH_131,168,31.2,1.43,99.68,239.7
2025-08-25,TRUCK_112,BATCH_131,170,30.9,1.93,99.67,253.3
2025-08-26,TRUCK_112,BATCH_131,172,31.0,1.44,99.84,239.1
2025-08-27,TRUCK_112,BATCH_131,174,31.3,1.64,99.51,268.0
2025-08-28,TRUCK_112,BATCH_131,176,31.0,1.36,99.48,271.0
2025-08-29,TRUCK_112,BATCH_131,178,29.6,2.85,99.49,274.7
2025-08-30,TRUCK_112,BATCH_131,180,31.2,1.49,99.58,235.3
2025-08-31,TRUCK_112,BATCH_131,182,30.9,2.49,99.61,262.2
2025-09-01,TRUCK_112,BATCH_131,184,30.5,1.69,100.01,237.7
2025-09-02,TRUCK_112,BATCH_131,186,30.5,1.33,99.68,243.8
2025-09-03,TRUCK_112,BATCH_131,188,31.1,1.4,99.78,234.8
2025-09-04,TRUCK_112,BATCH_131,190,30.9,1.4,99.77,240.5
2025-09-05,TRUCK_112,BATCH_131,192,30.5,2.63,99.55,260.0
2025-09-06,TRUCK_112,BATCH_131,194,30.4,2.24,99.93,273.3
2025-09-07,TRUCK_112,BATCH_131,196,30.1,1.96,99.52,245.8
2025-09-08,TRUCK_112,BATCH_131,198,31.6,1.73,99.13,269.2
2025-09-09,TRUCK_112,BATCH_131,200,30.9,1.52,100.11,245.0
2025-09-10,TRUCK_112,BATCH_131,202,31.3,2.61,99.44,261.7
2025-09-11,TRUCK_112,BATCH_131,204,30.5,2.05,99.66,224.0
2025-09-12,TRUCK_112,BATCH_131,206,30.7,2.01,99.58,228.2
2025-09-13,TRUCK_112,BATCH_131,208,30.8,1.6,99.66,231.7
2025-09-14,TRUCK_112,BATCH_131,210,30.3,1.63,99.3,221.5
2025-09-15,TRUCK_112,BATCH_131,212,31.4,2.51,99.61,252.7
2025-09-16,TRUCK_112,BATCH_131,214,31.6,2.48,99.52,239.5
2025-09-17,TRUCK_112,BATCH_131,216,30.9,1.45,99.77,264.7
2025-09-18,TRUCK_112,BATCH_131,218,30.0,2.7,99.33,259.2
2025-09-19,TRUCK_112,BATCH_131,220,29.8,2.97,99.47,267.3
2025-09-20,TRUCK_112,BATCH_131,222,30.9,1.24,99.79,234.7
2025-09-21,TRUCK_112,BATCH_131,224,31.6,1.18,99.55,239.4
2025-09-22,TRUCK_112,BATCH_131,226,30.8,2.41,99.6,238.0
2025-09-23,TRUCK_112,BATCH_131,228,30.6,1.0,99.73,230.4
2025-09-24,TRUCK_112,BATCH_131,230,31.2,1.4,99.38,249.9
2025-09-25,TRUCK_112,BATCH_131,232,31.1,2.52,99.55,228.5
2025-09-26,TRUCK_112,BATCH_131,234,30.4,1.21,100.03,251.7
2025-09-27,TRUCK_112,BATCH_131,236,30.6,2.97,99.43,234.8
2025-09-28,TRUCK_112,BATCH_131,238,29.7,1.62,99.76,241.9
2025-06-01,TRUCK_113,BATCH_146,0,31.0,1.65,99.75,185.0
2025-06-02,TRUCK_113,BATCH_146,2,30.7,1.93,99.77,169.3
2025-06-03,TRUCK_113,BATCH_146,4,30.8,2.52,99.74,197.1
2025-06-04,TRUCK_113,BATCH_146,6,31.0,1.59,100.1,168.1
2025-06-05,TRUCK_113,BATCH_146,8,30.6,2.84,100.03,178.4
2025-06-06,TRUCK_113,BATCH_146,10,30.0,2.94,100.0,175.0
2025-06-07,TRUCK_113,BATCH_146,12,31.3,2.03,99.71,190.9
2025-06-08,TRUCK_113,BATCH_146,14,30.6,2.08,99.93,186.2
2025-06-09,TRUCK_113,BATCH_146,16,30.9,2.0,99.72,168.4
2025-06-10,TRUCK_113,BATCH_146,18,30.1,1.36,99.91,162.7
2025-06-11,TRUCK_113,BATCH_146,20,30.7,1.2,99.82,200.0
2025-06-12,TRUCK_113,BATCH_146,22,30.1,2.86,99.59,180.6
2025-06-13,TRUCK_113,BATCH_146,24,31.0,2.3,99.5,180.5
2025-06-14,TRUCK_113,BATCH_146,26,30.1,1.14,99.93,200.3
2025-06-15,TRUCK_113,BATCH_146,28,30.8,1.78,99.68,163.6
2025-06-16,TRUCK_113,BATCH_146,30,31.7,1.6,99.94,176.5
2025-06-17,TRUCK_113,BATCH_146,32,30.4,2.49,100.39,182.9
2025-06-18,TRUCK_113,BATCH_146,34,30.6,1.06,99.62,168.3
2025-06-19,TRUCK_113,BATCH_146,36,30.5,1.92,99.42,202.3
2025-06-20,TRUCK_113,BATCH_146,38,30.2,1.87,99.74,185.4
2025-06-21,TRUCK_113,BATCH_146,40,30.6,2.94,99.74,193.1
2025-06-22,TRUCK_113,BATCH_146,42,30.0,1.57,99.95,196.3
2025-06-23,TRUCK_113,BATCH_146,44,31.2,2.82,99.74,181.5
2025-06-24,TRUCK_113,BATCH_146,46,30.6,1.52,99.75,167.0
2025-06-25,TRUCK_113,BATCH_146,48,31.1,1.81,99.92,168.6
2025-06-26,TRUCK_113,BATCH_146,50,30.6,2.08,99.94,194.9
2025-06-27,TRUCK_113,BATCH_146,52,30.3,1.55,99.69,190.8
2025-06-28,TRUCK_113,BATCH_146,54,30.9,2.31,99.82,184.4
2025-06-29,TRUCK_113,BATCH_146,56,30.3,2.1,99.69,180.9
2025-06-30,TRUCK_113,BATCH_146,58,29.6,1.94,99.72,198.5
2025-07-01,TRUCK_113,BATCH_146,60,30.5,1.51,99.82,181.1
2025-07-02,TRUCK_113,BATCH_146,62,29.4,2.65,99.46,199.8
2025-07-03,TRUCK_113,BATCH_146,64,30.3,1.84,99.76,170.0
2025-07-04,TRUCK_113,BATCH_146,66,31.1,2.07,99.84,196.3
2025-07-05,TRUCK_113,BATCH_146,68,30.7,2.82,99.59,190.4
2025-07-06,TRUCK_113,BATCH_146,70,30.6,2.32,99.89,191.3
2025-07-07,TRUCK_113,BATCH_146,72,30.8,1.18,99.63,168.4
2025-07-08,TRUCK_113,BATCH_146,74,30.1,1.44,100.0,187.7
2025-07-09,TRUCK_113,BATCH_146,76,31.6,1.77,99.89,173.7
2025-07-10,TRUCK_113,BATCH_146,78,30.2,2.98,99.61,189.2
2025-07-11,TRUCK_113,BATCH_146,80,30.8,1.15,100.0,183.2
2025-07-12,TRUCK_113,BATCH_146,82,31.2,1.97,99.95,194.5
2025-07-13,TRUCK_113,BATCH_146,84,31.0,2.38,99.93,182.0
2025-07-14,TRUCK_113,BATCH_146,86,30.4,1.31,99.72,170.8
2025-07-15,TRUCK_113,BATCH_146,88,31.3,1.89,99.46,175.4
2025-07-16,TRUCK_113,BATCH_146,90,30.1,2.26,99.64,163.1
2025-07-17,TRUCK_113,BATCH_146,92,30.9,2.75,99.8,165.7
2025-07-18,TRUCK_113,BATCH_146,94,30.4,2.76,99.61,178.5
2025-07-19,TRUCK_113,BATCH_146,96,30.3,2.72,99.54,180.0
2025-07-20,TRUCK_113,BATCH_146,98,30.8,1.58,100.04,174.3
2025-07-21,TRUCK_113,BATCH_146,100,30.5,2.6,99.72,183.9
2025-07-22,TRUCK_113,BATCH_146,102,31.0,2.59,99.7,175.2
2025-07-23,TRUCK_113,BATCH_146,104,31.0,2.96,99.24,163.1
2025-07-24,TRUCK_113,BATCH_146,106,31.1,2.32,99.71,186.3
2025-07-25,TRUCK_113,BATCH_146,108,30.4,1.91,99.88,167.7
2025-07-26,TRUCK_113,BATCH_146,110,30.4,2.85,99.65,175.7
2025-07-27,TRUCK_113,BATCH_146,112,31.1,2.64,99.58,198.1
2025-07-28,TRUCK_113,BATCH_146,114,30.2,1.73,99.61,183.4
2025-07-29,TRUCK_113,BATCH_146,116,30.8,2.61,99.67,195.1
2025-07-30,TRUCK_113,BATCH_146,118,31.3,2.23,99.82,177.8
2025-07-31,TRUCK_113,BATCH_146,120,31.2,2.19,99.82,164.1
2025-08-01,TRUCK_113,BATCH_146,122,30.7,2.22,99.86,199.8
2025-08-02,TRUCK_113,BATCH_146,124,30.0,1.52,99.74,164.6
2025-08-03,TRUCK_113,BATCH_146,126,31.0,2.51,99.76,165.9
2025-08-04,TRUCK_113,BATCH_146,128,29.7,2.3,99.71,201.7
2025-08-05,TRUCK_113,BATCH_146,130,31.3,1.8,99.57,163.9
2025-08-06,TRUCK_113,BATCH_146,132,30.8,1.99,100.23,172.1
2025-08-07,TRUCK_113,BATCH_146,134,31.6,1.62,99.77,188.4
2025-08-08,TRUCK_113,BATCH_146,136,30.4,2.77,99.77,188.1
2025-08-09,TRUCK_113,BATCH_146,138,30.6,2.99,99.67,173.6
2025-08-10,TRUCK_113,BATCH_146,140,31.3,1.8,99.27,164.0
2025-08-11,TRUCK_113,BATCH_146,142,30.8,1.65,99.65,183.7
2025-08-12,TRUCK_113,BATCH_146,144,30.9,1.48,99.35,200.3
2025-08-13,TRUCK_113,BATCH_146,146,29.8,2.26,99.99,172.0
2025-08-14,TRUCK_113,BATCH_146,148,29.8,2.39,99.42,172.7
2025-08-15,TRUCK_113,BATCH_146,150,30.4,2.87,99.75,197.1
2025-08-16,TRUCK_113,BATCH_146,152,30.9,2.27,99.54,166.6
2025-08-17,TRUCK_113,BATCH_146,154,31.0,1.21,100.14,163.8
2025-08-18,TRUCK_113,BATCH_146,156,30.6,2.0,99.7,174.2
2025-08-19,TRUCK_113,BATCH_146,158,30.6,2.55,99.46,186.6
2025-08-20,TRUCK_113,BATCH_146,160,30.8,2.67,99.81,176.7
2025-08-21,TRUCK_113,BATCH_146,162,31.1,2.29,99.5,198.5
2025-08-22,TRUCK_113,BATCH_146,164,30.7,2.22,99.69,197.4
2025-08-23,TRUCK_113,BATCH_146,166,29.7,2.79,99.53,198.3
2025-08-24,TRUCK_113,BATCH_146,168,31.1,1.18,99.93,166.1
2025-08-25,TRUCK_113,BATCH_146,170,30.4,1.87,99.69,194.7
2025-08-26,TRUCK_113,BATCH_146,172,30.5,1.15,99.66,188.2
2025-08-27,TRUCK_113,BATCH_146,174,30.7,1.68,99.69,191.6
2025-08-28,TRUCK_113,BATCH_146,176,30.7,1.67,99.59,195.1
2025-08-29,TRUCK_113,BATCH_146,178,31.6,2.08,99.99,171.4
2025-08-30,TRUCK_113,BATCH_146,180,29.8,2.53,99.75,186.7
2025-08-31,TRUCK_113,BATCH_146,182,30.8,1.56,99.64,186.7
2025-09-01,TRUCK_113,BATCH_146,184,31.0,1.48,99.72,174.1
2025-09-02,TRUCK_113,BATCH_146,186,30.6,1.91,99.51,197.9
2025-09-03,TRUCK_113,BATCH_146,188,31.2,2.44,99.84,180.6
2025-09-04,TRUCK_113,BATCH_146,190,31.3,1.51,99.87,195.9
2025-09-05,TRUCK_113,BATCH_146,192,30.5,2.14,99.66,170.5
2025-09-06,TRUCK_113,BATCH_146,194,31.3,1.38,99.75,171.1
2025-09-07,TRUCK_113,BATCH_146,196,29.6,1.91,100.16,190.8
2025-09-08,TRUCK_113,BATCH_146,198,30.2,1.04,99.93,178.1
2025-09-09,TRUCK_113,BATCH_146,200,30.9,1.36,99.98,199.0
2025-09-10,TRUCK_113,BATCH_146,202,30.9,2.62,99.48,201.6
2025-09-11,TRUCK_113,BATCH_146,204,30.5,2.73,99.42,199.1
2025-09-12,TRUCK_113,BATCH_146,206,31.3,1.22,99.79,169.6
2025-09-13,TRUCK_113,BATCH_146,208,30.6,2.6,99.53,193.1
2025-09-14,TRUCK_113,BATCH_146,210,31.0,2.83,99.42,186.7
2025-09-15,TRUCK_113,BATCH_146,212,31.0,1.71,99.7,188.2
2025-09-16,TRUCK_113,BATCH_146,214,30.7,2.44,99.52,182.8
2025-09-17,TRUCK_113,BATCH_146,216,30.6,1.69,99.4,165.2
2025-09-18,TRUCK_113,BATCH_146,218,30.8,2.2,99.65,169.7
2025-09-19,TRUCK_113,BATCH_146,220,30.7,1.91,99.77,180.2
2025-09-20,TRUCK_113,BATCH_146,222,29.9,1.64,99.7,193.7
2025-09-21,TRUCK_113,BATCH_146,224,31.0,1.26,99.92,170.3
2025-09-22,TRUCK_113,BATCH_146,226,30.7,2.98,99.59,189.3
2025-09-23,TRUCK_113,BATCH_146,228,30.7,2.36,99.44,200.2
2025-09-24,TRUCK_113,BATCH_146,230,30.8,2.15,99.78,163.9
2025-09-25,TRUCK_113,BATCH_146,232,30.8,2.0,99.88,176.6
2025-09-26,TRUCK_113,BATCH_146,234,30.2,2.54,99.31,195.5
2025-09-27,TRUCK_113,BATCH_146,236,30.0,2.61,99.41,172.8
2025-09-28,TRUCK_113,BATCH_146,238,31.1,2.38,99.91,177.7
2025-06-01,TRUCK_114,BATCH_121,0,28.7,1.7,99.6,208.9
2025-06-02,TRUCK_114,BATCH_121,2,29.8,2.91,99.37,228.2
2025-06-03,TRUCK_114,BATCH_121,4,29.2,2.92,99.35,208.5
2025-06-04,TRUCK_114,BATCH_121,6,30.0,2.58,99.71,242.1
2025-06-05,TRUCK_114,BATCH_121,8,28.9,1.6,99.86,241.1
2025-06-06,TRUCK_114,BATCH_121,10,29.6,2.55,99.62,224.1
2025-06-07,TRUCK_114,BATCH_121,12,29.4,1.82,99.93,219.0
2025-06-08,TRUCK_114,BATCH_121,14,28.8,2.63,99.82,227.4
2025-06-09,TRUCK_114,BATCH_121,16,28.6,2.85,99.91,211.8
2025-06-10,TRUCK_114,BATCH_121,18,29.0,2.95,99.17,257.2
2025-06-11,TRUCK_114,BATCH_121,20,28.5,1.77,100.21,248.2
2025-06-12,TRUCK_114,BATCH_121,22,28.8,2.57,99.64,245.6
2025-06-13,TRUCK_114,BATCH_121,24,29.5,2.58,99.86,255.3
2025-06-14,TRUCK_114,BATCH_121,26,29.6,2.27,99.67,239.7
2025-06-15,TRUCK_114,BATCH_121,28,28.8,1.46,99.49,228.7
2025-06-16,TRUCK_114,BATCH_121,30,30.1,1.91,99.61,224.4
2025-06-17,TRUCK_114,BATCH_121,32,28.9,1.95,99.89,243.9
2025-06-18,TRUCK_114,BATCH_121,34,29.0,2.22,99.54,232.1
2025-06-19,TRUCK_114,BATCH_121,36,29.3,1.87,99.58,241.1
2025-06-20,TRUCK_114,BATCH_121,38,29.6,1.6,99.91,234.4
2025-06-21,TRUCK_114,BATCH_121,40,29.0,1.72,99.52,253.3
2025-06-22,TRUCK_114,BATCH_121,42,29.3,2.39,99.57,252.0
2025-06-23,TRUCK_114,BATCH_121,44,29.7,1.74,99.82,223.2
2025-06-24,TRUCK_114,BATCH_121,46,29.0,1.62,100.19,221.9
2025-06-25,TRUCK_114,BATCH_121,48,28.6,1.14,100.17,247.5
2025-06-26,TRUCK_114,BATCH_121,50,30.1,2.52,99.52,211.9
2025-06-27,TRUCK_114,BATCH_121,52,29.0,2.19,99.82,253.4
2025-06-28,TRUCK_114,BATCH_121,54,28.7,2.71,99.45,242.0
2025-06-29,TRUCK_114,BATCH_121,56,29.3,2.9,99.65,227.3
2025-06-30,TRUCK_114,BATCH_121,58,28.6,1.82,99.66,221.5
2025-07-01,TRUCK_114,BATCH_121,60,30.0,1.42,100.02,216.7
2025-07-02,TRUCK_114,BATCH_121,62,28.8,2.63,99.73,257.0
2025-07-03,TRUCK_114,BATCH_121,64,29.3,2.35,99.43,249.1
2025-07-04,TRUCK_114,BATCH_121,66,29.2,1.29,99.96,212.0
2025-07-05,TRUCK_114,BATCH_121,68,29.5,1.17,99.74,216.6
2025-07-06,TRUCK_114,BATCH_121,70,29.5,2.83,99.74,247.0
2025-07-07,TRUCK_114,BATCH_121,72,28.9,1.82,99.54,221.8
2025-07-08,TRUCK_114,BATCH_121,74,28.8,1.39,99.88,217.9
2025-07-09,TRUCK_114,BATCH_121,76,29.6,2.74,99.62,210.9
2025-07-10,TRUCK_114,BATCH_121,78,28.8,1.62,99.67,235.5
2025-07-11,TRUCK_114,BATCH_121,80,29.0,2.75,99.54,245.4
2025-07-12,TRUCK_114,BATCH_121,82,28.8,1.95,99.66,221.6
2025-07-13,TRUCK_114,BATCH_121,84,30.1,1.13,99.64,240.7
2025-07-14,TRUCK_114,BATCH_121,86,29.9,2.59,99.67,228.7
2025-07-15,TRUCK_114,BATCH_121,88,29.3,2.93,99.57,244.6
2025-07-16,TRUCK_114,BATCH_121,90,28.5,1.93,99.84,255.8
2025-07-17,TRUCK_114,BATCH_121,92,29.2,1.69,99.97,252.3
2025-07-18,TRUCK_114,BATCH_121,94,29.4,1.83,99.47,242.8
2025-07-19,TRUCK_114,BATCH_121,96,29.1,1.01,99.71,245.7
2025-07-20,TRUCK_114,BATCH_121,98,28.9,2.56,99.47,248.7
2025-07-21,TRUCK_114,BATCH_121,100,29.1,2.33,99.67,255.6
2025-07-22,TRUCK_114,BATCH_121,102,28.5,2.13,99.44,258.8
2025-07-23,TRUCK_114,BATCH_121,104,29.9,1.28,99.81,210.2
2025-07-24,TRUCK_114,BATCH_121,106,28.7,1.66,99.82,244.4
2025-07-25,TRUCK_114,BATCH_121,108,28.3,2.78,99.76,207.8
2025-07-26,TRUCK_114,BATCH_121,110,29.5,1.09,99.57,209.1
2025-07-27,TRUCK_114,BATCH_121,112,29.3,1.8,99.81,219.6
2025-07-28,TRUCK_114,BATCH_121,114,28.3,1.62,99.54,219.7
2025-07-29,TRUCK_114,BATCH_121,116,28.6,2.7,99.68,238.0
2025-07-30,TRUCK_114,BATCH_121,118,29.2,2.26,99.83,252.0
2025-07-31,TRUCK_114,BATCH_121,120,29.2,2.41,99.75,217.5
2025-08-01,TRUCK_114,BATCH_121,122,29.2,2.77,99.94,228.0
2025-08-02,TRUCK_114,BATCH_121,124,30.4,1.62,99.79,252.3
2025-08-03,TRUCK_114,BATCH_121,126,29.3,2.28,99.61,242.2
2025-08-04,TRUCK_114,BATCH_121,128,29.6,1.69,99.9,258.8
2025-08-05,TRUCK_114,BATCH_121,130,29.5,2.82,99.32,257.6
2025-08-06,TRUCK_114,BATCH_121,132,29.5,1.12,99.65,243.9
2025-08-07,TRUCK_114,BATCH_121,134,29.5,2.22,99.72,226.5
2025-08-08,TRUCK_114,BATCH_121,136,29.6,1.98,100.09,227.6
2025-08-09,TRUCK_114,BATCH_121,138,29.5,1.87,99.83,212.4
2025-08-10,TRUCK_114,BATCH_121,140,29.2,2.1,99.74,215.0
2025-08-11,TRUCK_114,BATCH_121,142,29.2,1.44,100.05,251.8
2025-08-12,TRUCK_114,BATCH_121,144,28.8,1.28,99.74,217.4
2025-08-13,TRUCK_114,BATCH_121,146,28.8,1.09,99.73,245.1
2025-08-14,TRUCK_114,BATCH_121,148,29.8,2.59,99.65,221.5
2025-08-15,TRUCK_114,BATCH_121,150,29.3,1.16,100.05,240.1
2025-08-16,TRUCK_114,BATCH_121,152,29.6,2.73,100.01,231.3
2025-08-17,TRUCK_114,BATCH_121,154,29.1,1.79,99.74,211.4
2025-08-18,TRUCK_114,BATCH_121,156,28.5,2.29,99.91,226.3
2025-08-19,TRUCK_114,BATCH_121,158,28.5,2.22,99.83,227.5
2025-08-20,TRUCK_114,BATCH_121,160,29.0,2.27,99.95,208.2
2025-08-21,TRUCK_114,BATCH_121,162,28.9,1.8,99.9,253.4
2025-08-22,TRUCK_114,BATCH_121,164,28.7,1.36,99.47,243.7
2025-08-23,TRUCK_114,BATCH_121,166,29.4,1.82,100.01,226.0
2025-08-24,TRUCK_114,BATCH_121,168,29.6,2.03,99.38,213.9
2025-08-25,TRUCK_114,BATCH_121,170,30.1,2.63,99.46,222.8
2025-08-26,TRUCK_114,BATCH_121,172,29.7,1.93,99.85,228.3
2025-08-27,TRUCK_114,BATCH_121,174,29.1,2.45,99.87,230.7
2025-08-28,TRUCK_114,BATCH_121,176,29.4,2.34,99.88,221.6
